,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,0,0.5184868031267821,1.842731424952653,0.5428303982656123,1.9029310992022954,0.7998420980070416,-1.8417473859760176,-1.2845324491011962,0.32508823942269033,-0.725874251128815,-0.8475539979095221,-2.550974149600575,-2.0581282967039436,-4.619362970297481,1.6086470634179735,-0.9585738545547534,-1.5477926058884768,2.124655536549877,0.825769610437301,-1.5477926058884768,-2.2326859676133215
1,1,-0.2242361652513942,-1.3565231413250856,-5.355245002335025,-3.8994817892419023,-0.09238755318543976,0.032153478707272726,-1.199550451949444,-0.15109680208275775,0.48980469821754136,1.8674753210957722,-1.168192018033909,3.4319486784368856,-1.2937503617112633,2.8240292978161707,-0.1530077266830426,4.212041753521227,-1.246720619059937,2.2989715926475327,4.212041753521227,-2.184234206474151
2,0,0.18734518835093839,0.30233293643216286,-5.626107877532479,1.6831594020751817,2.852795449127479,-0.4877338671508399,-0.578191501706468,-0.10292591740148019,0.8390974748594683,0.3221747107444057,0.7840038267947046,0.671973037597608,-1.5459005995867343,0.3663701706663415,-0.31834341610769334,1.9735196183969999,-1.9607966790367661,4.694399324774931,1.9735196183969999,-1.3157678314605956
3,1,0.06618160827234847,-0.9691818912744933,-1.2910934371678189,1.256046676400762,2.7522336846709177,0.2754694155453318,0.0836634070818908,0.546082030763586,-0.4912048936440515,-1.165393506442709,-4.35982591729505,0.7234384167121984,-0.5577931224497097,1.7778743970099418,0.19298601074008154,-1.6783257705384065,-1.5532179761925637,1.6483156624513073,-1.6783257705384065,1.1344746509204717
4,0,2.7209260788097294,-1.272912700956854,0.6822135839762431,4.116338852200568,3.86095311365363,0.24120146079948382,0.17790787828397933,0.8477462389610979,1.5718916476136873,0.7760600652598658,0.5777783533553748,-1.40435092575834,4.534208021611284,0.5982111186406821,0.43034156186183703,-1.1430646008968386,-2.2572545079752273,1.834970848809619,-1.1430646008968386,1.4435151330887201
5,0,-0.14881506252185106,-0.6005683214379697,0.8449150361575837,1.8678374473379498,0.9160284794404243,-0.19500656788799806,0.7736536323818852,-1.9699999274555076,0.5456183689641995,0.5189682410194408,-1.876141315475114,-3.635524348605146,-2.7448341086430075,-1.086917652993543,-0.8681304332248564,-4.145395283069326,-0.09841281315349656,-0.5956830741021172,-4.145395283069326,-3.0689773281629655
6,0,-0.7698529453218178,1.9138465388196595,1.3198475517405135,3.153700515401841,0.4495606742009619,-0.7309498507596991,0.5851579366022598,-0.13225972584605616,-2.6352966083059495,1.1638265756958532,1.918246744136907,-1.706123332218577,0.41315230170465456,2.394147581455748,1.2790122541497706,2.2989614472256417,1.0084341892046746,1.9374702892462192,2.2989614472256417,-0.9839250917225547
7,0,-2.0608437749343653,1.8668616138354415,-0.4958161578276302,-0.5007545213198776,1.2416371032381857,-3.1212997868127212,-0.4916487112602169,1.4721508959456988,-1.1395240058680614,1.2651188180949051,-2.488846246625903,-1.8001114412961983,-2.78788487803625,2.0638487094029125,1.114026818640357,-0.7112968240350387,0.8764472582250235,-1.1456586441553738,-0.7112968240350387,-2.933891015303784
8,0,-0.3252797241250377,-0.8003826789381924,-2.0422131913579293,-1.3964126106240788,-0.6779447229305487,-2.4551576488012743,-0.0940002700469254,1.2099970281534622,-0.7839989089196014,1.4651347635790208,-5.909413558900993,-2.8501214800849977,-9.788604828225193,-1.8571267885761746,-0.18339014792691896,-5.308419238260884,1.4989596651259727,0.040177328874730495,-5.308419238260884,-3.9234360699038056
9,1,3.1864335002142092,-2.8604901735057426,-2.0636200352434173,-1.4027297110621353,3.3950668053670054,0.8633067502904391,-1.715206331172137,0.7933689307179392,0.7935805434872342,-0.845681267893899,-3.5344722111044358,1.1305119197786848,2.120556184824124,-1.97624267561639,1.3366893498372878,-4.4594123495866755,-3.523005596587077,-1.7703019037921526,-4.4594123495866755,1.3465102990570683
10,0,1.145932125365841,-0.3141754742364665,-2.8156343093648903,-0.5650538657915036,0.9955178941389164,-2.624103660637453,-0.1762285371355383,0.6634055706688055,-0.81224868009985,-2.727598491214796,0.20064018892090676,-0.35862253301118674,-2.9532509721908067,-1.2740274061141812,-0.37717450944875086,-0.5246257792861582,0.9655758998065859,1.7670626076345446,-0.5246257792861582,-1.4171057658334276
